Type	Factor	Iter	Obj	Obj.diff	Max.chg
backfit	21	6	6261135.82018053	177.128415962681	0.00395574867864603
backfit	22	6	6261173.73180604	37.911625511013	0.00290843672410024
backfit	23	6	6261193.35144011	19.6196340722963	-0.00271582751508136
backfit	24	6	6261252.39971894	59.0482788216323	0.00447346830053491
backfit	25	6	6261269.82807683	17.4283578982577	0.00247021718690292
backfit	26	6	6261439.15485647	169.326779631898	-0.00883044669800143
backfit	27	6	6261458.00993774	18.8550812760368	-0.00251431509570593
backfit	28	6	6261490.7200254	32.7100876607001	0.00465040832411479
backfit	29	6	6261549.36089502	58.6408696221188	0.00608776156173344
backfit	30	6	6261566.1033862	16.7424911754206	-0.0038416740377954
backfit	31	6	6261603.34291881	37.2395326141268	0.00410899726658992
backfit	32	6	6261619.17447849	15.831559673883	-0.0045936376326668
backfit	33	6	6261643.83575647	24.661277981475	0.00408885189506879
backfit	34	6	6261666.82141396	22.9856574935839	-0.00364088383640807
backfit	35	6	6261687.14210255	20.3206885866821	-0.00356891925947322
backfit	36	6	6261699.23095612	12.0888535724953	0.00472800764031232
backfit	37	6	6261722.51638132	23.2854251973331	-0.00458391960820306
backfit	38	6	6261744.49808087	21.981699555181	-0.0048498503162084
backfit	39	6	6261758.53567915	14.0375982765108	-0.00375099489936887
backfit	40	6	6261814.74595681	56.2102776570246	-0.00595967038830321
backfit	41	6	6261839.74756069	25.0016038846225	-0.00454883607837269
backfit	42	6	6261848.61079564	8.86323494464159	0.00297883388894076
backfit	43	6	6261857.56095042	8.95015478134155	0.00313550321609446
backfit	44	6	6261871.3447206	13.7837701858953	0.00415486778552875
backfit	45	6	6261888.98752574	17.6428051395342	0.0056396451516493
backfit	46	6	6261900.924052	11.9365262519568	0.00411956991279369
backfit	47	6	6261925.03907569	24.1150236986578	0.00539788794397463
backfit	48	6	6261938.05668277	13.0176070714369	-0.00402745688901274
backfit	49	6	6261953.47754369	15.420860924758	-0.00460123056470201
backfit	50	6	6261970.05358591	16.5760422153398	-0.0041249617397382
backfit	1	7	6262051.12768544	81.0740995313972	5.68655314372134e-05
backfit	2	7	6262095.96987499	44.8421895559877	0.000250892767644089
backfit	3	7	6262295.83256837	199.862693372183	-0.000720681323086378
backfit	4	7	6262346.71487908	50.882310715504	0.00048359083025766
backfit	5	7	6262405.43229066	58.7174115823582	0.000733780931942318
backfit	6	7	6262525.95915015	120.526859484613	-0.00154356919625327
backfit	7	7	6262577.04521889	51.0860687419772	-0.000857580482406556
backfit	8	7	6262665.52317153	88.4779526377097	-0.00283461232417583
backfit	9	7	6262707.94906482	42.4258932964876	-0.00156445951548773
backfit	10	7	6262766.59392441	58.6448595812544	-0.0023427741567621
backfit	11	7	6262804.17007381	37.5761494031176	-0.00166007940806808
backfit	12	7	6263039.88485709	235.714783280157	-0.00256776580696402
backfit	13	7	6263095.81300734	55.9281502505764	-0.00146249941582941
backfit	14	7	6263131.82714526	36.0141379162669	-0.0029360670605978
backfit	15	7	6263186.39976665	54.5726213930175	-0.00212558395763665
backfit	16	7	6263238.69660331	52.2968366565183	0.00184399087236264
backfit	17	7	6263334.90623826	96.2096349494532	-0.00252778746900953
backfit	18	7	6263386.49381432	51.5875760661438	0.00365626538989777
backfit	19	7	6263442.46095727	55.9671429488808	-0.0056705116719234
